category,descrip,name,topics,type,views,views_norm
Public Safety,Chicago Police district station locations and contact information.,Police Stations,"['gis', 'facilities']",Dataset,209170.0,0.23956258668496094
Administration & Finance,"The Department of Streets & Sanitation's (DSS) Graffiti Blasters crews offer a vandalism removal service to private property owners. This metric tracks the average number of days DSS takes to complete graffiti removal requests per week. Median days to complete requests as well as total number of requests fulfilled per week are available by mousing over columns. Currently the performance target for completing a graffiti removal request is 10 days. For more information on graffiti removal requests, see https://data.cityofchicago.org/d/hec5-y4x5",Performance Metrics - Streets & Sanitation - Graffiti Removal,"['graffiti', 'service delivery', 'performance metrics']",Dataset,206704.0,0.23673827469583672
Community & Economic Development,"Small Business Improvement Fund (SBIF) program grants made since 2001. SBIF uses Tax Increment Financing (TIF) revenues to help owners of commercial and industrial properties within specific TIF districts to repair or remodel their facilities for their own business or on behalf of tenants. For more info, go to http://bit.ly/p91J7T.",Small Business Improvement Fund (SBIF) Grant Agreements,"['sustainability', 'sbif', 'tif']",Dataset,194000.0,0.2221883722182073
Buildings,"This list describes landlords and property owners who are designated  ""problem landlords"". Landlords on this list have had two or more administrative hearing causes brought against them and were found liable or defaulted to one or more serious building violations.",Problem Landlord List - Map,"['violations', 'buildings']",Map,192487.0,0.22045553197508283
Transportation,"Map shows physical locations where CTA fare media, such as Transit Cards, CTA Passes and Chicago Cards were sold through approximately July 2014, prior to the implementation of Ventra cards. The locations for Ventra card sales/reloading are more extensive and not yet available in this format.  Please see http://www.transitchicago.com/ventra for information on the Ventra program and https://www.ventrachicago.com/retailers/locations to find Ventra retail locations.",CTA - Map of Fare Media Sales Outlets (deprecated August 2014),"['deprecated', 'chicago transit authority', 'cta']",Map,188959.0,0.21641491044319708
Transportation,List of all Chicago streets with suffixes and minimum and maximum address numbers.,Chicago Street Names,"['gis', 'streets']",Dataset,154772.0,0.1772605089946205
Community & Economic Development,"Vacant property owned and managed by the City of Chicago Department of Planning and Development. Information provided in the database, or on the City?s website generally, should not be used as a substitute for title research, title evidence, title insurance, real estate tax exemption or payment status, environmental or geotechnical due diligence, or as a substitute for legal, accounting, real estate, business, tax or other professional advice. The City assumes no liability for any damages or loss of any kind that might arise from the reliance upon, use of, misuse of, or the inability to use the LIS database or the City?s web site and the materials contained on the website. The City also assumes no liability for improper or incorrect use of materials or information contained on its website. All materials that appear in the LIS database or on the City?s web site are distributed and transmitted ""as is,"" without warranties of any kind, either express or implied as to the accuracy, reliability or completeness of any information, and subject to the terms and conditions stated in this disclaimer.",City-Owned Land Inventory,['city-owned vacant land'],Dataset,113126.0,0.1295633082245202
Buildings,"The Chicago Building Scofflaw Ordinance (Section 2-92-416 of the Municipal Code of Chicago) is designed to prevent landlords that refuse or refrain from correcting ongoing building code violations from receiving city contracts, including those that subsidize housing. Building owners must have a least three residential buildings with uncorrected violations and have had three or more properties referred to Circuit Court within the applicable 12 month period to be eligible for the list. The building code scofflaw list is updated once a year on the first business day of December, and building owners may appeal being named on the list. Building owners with controlling interest in at least three residential properties that have habitual, extensive or serioues building code violations are now ineligible for any new city contracts in 2015. The following individuals or entities have been placed on the Building Code Scofflaw list for the entire calendar year.",Building Code Scofflaw List - Map,"['violations', 'buildings', 'scofflaw']",Map,101546.0,0.11630072394469113
Service Requests,"This map shows potholes patched in the last seven days, based on the corresponding 311 service requests at https://data.cityofchicago.org/id/7as2-ds3y.",Potholes Patched - Last Seven Days,"['pot holes', 'streets']",Map,86775.0,0.09938348453213885
Education,"Chicago Public Library locations, contact information, and hours of operation.","Libraries - Locations, Hours and Contact Information","['gis', 'facilities', 'libraries']",Dataset,82265.0,0.0942181775285094
Buildings,"Violations issued by the Department of Buildings from 2006 to the present.  Lenders and title companies, please note: These data are historical in nature and should not be relied upon for real estate transactions. For transactional purposes such as closings, please consult the title commitment for outstanding enforcement actions in the Circuit Court of Cook County or the Chicago Department of Administrative Hearings. Violations are always associated to an inspection and there can be multiple violation records to one inspection record. Related Applications: Building Data Warehouse http://www.cityofchicago.org/city/en/depts/bldgs/provdrs/inspect/svcs/building_violationsonline.html. The information presented on this website is informational only and does not necessarily reflect the current condition of the building or property. The dataset contains cases where a respondent has been found to be liable as well as cases where the respondent has been found to be not liable.",Building Violations,"['inspections', 'violations']",Dataset,77429.0,0.08867950243548234
Service Requests,"All 311 calls for open and vacant buildings reported to the City of Chicago since January 1, 2010. The information is updated daily with the previous day's calls added to the records. The data set provides the date of the 311 service request and the unique Service Request # attached to each request. For each request, the following information (as reported by the 311 caller) is available: address location of building; whether building is vacant or occupied; whether the building is open or boarded; entry point if building is open; whether non-residents are occupying or using the building, if the building appears dangerous or hazardous and if the building is vacant due to a fire.",311 Service Requests - Vacant and Abandoned Buildings Reported,['buildings'],Dataset,74202.0,0.08498361647080113
Facilities & Geographic Boundaries,"Current community area boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",Boundaries - Community Areas (current),"['gis', 'boundaries', 'shapefiles', 'kml', 'kmz']",Map,70365.0,0.08058909696460906
Community & Economic Development,"List of City of Chicago licensed Public Chauffeurs, who may operate a licensed Taxicab, Livery, or Horse-Drawn Carriage. For questions or issues regarding this dataset, please e-mail BACPPV@cityofchicago.org with chauffeur name, number, and question or issue. For more information on the Public Chauffeur program, please see http://www.cityofchicago.org/city/en/depts/bacp/supp_info/public_chauffeurinformation.html.",Public Chauffeurs,"['transportation', 'licenses']",Dataset,69208.0,0.07926398383751387
Transportation,"This dataset displays location for vehicles that have been towed and impounded by the City of Chicago within the last 90 days. Illegally parked vehicles, abandoned vehicles and vehicles used for illegal activities may be towed by the Chicago Police Department, the Department of Streets and Sanitation, the Department of Revenue, Aviation and the office of the City Clerk. After a tow request is issued, an inventory number is assigned by the Department of Streets and Sanitation and a truck is dispatched to tow the requested vehicle to a City auto pound. Disclaimer: This dataset includes vehicles towed or relocated by the City of Chicago; it does not include vehicles towed by a private towing company. 
Background Info: 
Auto Pound Locations (http://j.mp/kG5sgF).
Tow Process Overview (http://j.mp/lfBOEP).
Common Towing Questions (http://j.mp/imFYlp).
Parking and Standing Violations (http://j.mp/ifW8Uj).
Data Owner: Chicago Police Department.
Time Period: Last 90 days.
Frequency: Data is updated daily.
Related Applications: Find Your Vehicle (http://j.mp/lWn0S7).",Towed Vehicles,"['streets', 'vehicles']",Dataset,63620.0,0.07286404247691933
Public Safety,Police station locations in Chicago,Police Stations - Map,"['gis', 'facilities']",Map,58420.0,0.06690847786076119
Community & Economic Development,"Business licenses issued by the Department of Business Affairs and Consumer Protection in the City of Chicago from 2002 to the present. This dataset contains a large number of records/rows of data and may not be viewed in full in Microsoft Excel. Therefore, when downloading the file, select CSV from the Export menu. Open the file in an ASCII text editor, such as Notepad or Wordpad, to view and search. 

Data fields requiring description are detailed below. 
APPLICATION TYPE:  ?ISSUE? is the record associated with the initial license application.  ?RENEW? is a subsequent renewal record.  All renewal records are created with a term start date and term expiration date.  ?C_LOC? is a change of location record.  It means the business moved.   ?C_CAPA? is a change of capacity record.  Only a few license types may file this type of application.  ?C_EXPA? only applies to businesses that have liquor licenses.  It means the business location expanded.  'C_SBA' is a change of business activity record. It means that a new business activity was added or an existing business activity was marked as expired.
LICENSE STATUS: ?AAI? means the license was issued. ?AAC? means the license was cancelled during its term.  ?REV? means the license was revoked. 'REA' means the license revocation has been appealed.
LICENSE STATUS CHANGE DATE:  This date corresponds to the date a license was cancelled (AAC), revoked (REV) or appealed (REA).
Business License Owner information may be accessed at:  https://data.cityofchicago.org/dataset/Business-Owners/ezma-pppn. To identify the owner of a business, you will need the account number or legal name, which may be obtained from this Business Licenses dataset. 
Data Owner: Business Affairs and Consumer Protection. Time Period: January 1, 2002 to present. Frequency: Data is updated daily.",Business Licenses,"['licenses', 'business']",Dataset,54200.0,0.06207530811457132
Health & Human Services,"This dataset contains a selection of six socioeconomic indicators of public health significance and a ?hardship index,? by Chicago community area, for the years 2008 ? 2012. The indicators are the percent of occupied housing units with more than one person per room (i.e., crowded housing); the percent of households living below the federal poverty level; the percent of persons in the labor force over the age of 16 years that are unemployed; the percent of persons over the age of 25 years without a high school diploma; the percent of the population under 18 or over 64 years of age (i.e., dependency); and per capita income. Indicators for Chicago as a whole are provided in the final row of the table.  See the full dataset description for more information at: https://data.cityofchicago.org/api/views/fwb8-6aw5/files/A5KBlegGR2nWI1jgP6pjJl32CTPwPbkl9KU3FxlZk-A?download=true&filename=P:\EPI\OEPHI\MATERIALS\REFERENCES\ECONOMIC_INDICATORS\Dataset_Description_socioeconomic_indicators_2012_FOR_PORTAL_ONLY.pdf","Census Data - Selected socioeconomic indicators in Chicago, 2008 ? 2012","['unemployment', 'poverty', 'education', 'income']",Dataset,53864.0,0.06169048701629649
Health & Human Services,"Senior Center locations, hours of operation and contact information.",Senior Centers,"['family and support services', 'human services', 'gis', 'facilities']",Dataset,51815.0,0.05934376549735264
Public Safety,Fire station locations,Fire Stations,"['gis', 'facilities', 'public safety']",Dataset,51800.0,0.0593265859840368
Transportation,"As described in http://bit.ly/cdotpermitspost, the function of this dataset was replaced by https://data.cityofchicago.org/d/pubx-yq2d on 12/7/2015.  This dataset is historical-only.
The Chicago Department of Transportation (CDOT) reviews applications for permits for the temporary use of the public way for construction projects, parades, festivals, block parties, athletic events, etc.This dataset includes permits applied for, issued, amended and expired with permit start dates beginning January 1, 2011. Note a permit may be amended if any details are changed after the initial issuance. For more information about Public Right-of-Way Use Permits, go to http://bit.ly/15ypkkL.",Public Right-of-Way Use Permits - Historical,"['historical', 'permits']",Dataset,49593.0,0.056798906924832755
Service Requests,"All open graffiti removal requests made to 311 and all requests completed since January 1, 2011. The Department of Streets & Sanitation's Graffiti Blasters crews offer a vandalism removal service to private property owners. Graffiti Blasters employ ""blast"" trucks that use baking soda under high water pressure to erase painted graffiti from brick, stone and other mineral surfaces. They also use paint trucks to cover graffiti on the remaining surfaces. Organizations and residents may report graffiti and request its removal.
311 sometimes receives duplicate requests for graffiti removal. Requests that have been labeled as Duplicates are in the same geographic area and have been entered into 311?s Customer Service Requests (CSR) system at around the same time as a previous request. Duplicate reports/requests are labeled as such in the Status field, as either ""Open - Dup"" or ""Completed - Dup."" Data is updated daily.",311 Service Requests - Graffiti Removal,['graffiti'],Dataset,48578.0,0.0556364265237942
Public Safety,Fire stations located in Chicago,Fire Stations - Map,"['gis', 'facilities']",Map,48099.0,0.05508782739857502
Public Safety,"This dataset reflects reported incidents of crime (with the exception of murders where data exists for each victim) that have occurred in the City of Chicago over the past year, minus the most recent seven days of data. Data is extracted from the Chicago Police Department's CLEAR (Citizen Law Enforcement Analysis and Reporting) system. In order to protect the privacy of crime victims, addresses are shown at the block level only and specific locations are not identified. Should you have questions about this dataset, you may contact the Research & Development Division of the Chicago Police Department at 312.745.6071 or RandD@chicagopolice.org.
Disclaimer: These crimes may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the Chicago Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The Chicago Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. 
The Chicago Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of Chicago or Chicago Police Department web page. The user specifically acknowledges that the Chicago Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user.  The unauthorized use of the words ""Chicago Police Department,"" ""Chicago Police,"" or any colorable imitation of these words or the unauthorized use of the Chicago Police Department logo is unlawful. This web page does not, in any way, authorize such use.
Data is updated daily Tuesday through Sunday. The dataset contains more than 65,000 records/rows of data and cannot be viewed in full in Microsoft Excel. Therefore, when downloading the file, select CSV from the Export menu. Open the file in an ASCII text editor, such as Wordpad, to view and search. To access a list of Chicago Police Department - Illinois Uniform Crime Reporting (IUCR) codes, go to http://bit.ly/rk5Tpc.",Crimes - One year prior to present,"['police', 'crime']",Dataset,46413.0,0.053156850101874514
Public Safety,"Description: Pursuant to the Sex Offender and Child Murderer Community Notification Law, 730 ILCS 152/101,et seq., the Chicago Police Department maintains a list of sex offenders residing in the City of Chicago who are required to register under the Sex Offender Registration Act, 730 ILCS 150/2, et seq. To protect the privacy of the individuals, addresses are shown at the block level only and specific locations are not identified. The data are extracted from the CLEAR (Citizen Law Enforcement Analysis and Reporting) system developed by the Department.
Although every effort is made to keep this list accurate and current, the city cannot guarantee the accuracy of this information. Offenders may have moved and failed to notify the Chicago Police Department as required by law. If any information presented in this web site is known to be outdated, please contact the Chicago Police Department at srwbmstr@chicagopolice.org, or mail to Sex Registration Unit, 3510 S Michigan Ave, Chicago, IL 60653.
Disclaimer: This registry is based upon the legislature's decision to facilitate access to publicly available information about persons convicted of specific sexual offenses. The Chicago Police Department has not considered or assessed the specific risk of re-offense with regard to any individual prior to his or her inclusion within this registry, and has made no determination that any individual included within the registry is currently dangerous. Individuals included within this registry are included solely by virtue of their conviction record and Illinois law. The main purpose of providing this data on the internet is to make the information more available and accessible, not to warn about any specific individual. 
Anyone who uses information contained in the Sex Offender Database to commit a criminal act against another person is subject to criminal prosecution.
Data Owner: Chicago Police Department.
Frequency: Data is updated daily.
Related Applications: CLEARMAP (http://j.mp/lLluSa).",Sex Offenders,"['police', 'crime']",Dataset,45741.0,0.05238720790532485
Administration & Finance,"All vendor payments made by the City of Chicago from 1996 to present. Payments from 1996 through 2002 have been rolled-up and appear as ""2002."" Total payment information is summarized for each vendor and contract number for data older than two years. These data are extracted from the City?s Vendor, Contract, and Payment Search.
Time Period: 1996 to present.
Frequency: Data is updated daily.
Related Applications: City of Chicago Vendor, Contract, and Payments Search (http://webapps.cityofchicago.org/VCSearchWeb/org/cityofchicago/vcsearch/controller/payments/begin.do?agencyId=city).",Payments,"['vendors', 'payments']",Dataset,45038.0,0.051582061381255775
Public Safety,"This dataset reflects reported incidents of crime (with the exception of murders where data exists for each victim) that occurred in the City of Chicago from 2001 to present, minus the most recent seven days. Data is extracted from the Chicago Police Department's CLEAR (Citizen Law Enforcement Analysis and Reporting) system. In order to protect the privacy of crime victims, addresses are shown at the block level only and specific locations are not identified. Should you have questions about this dataset, you may contact the Research & Development Division of the Chicago Police Department at 312.745.6071 or RandD@chicagopolice.org. Disclaimer: These crimes may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the Chicago Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The Chicago Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The Chicago Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of Chicago or Chicago Police Department web page. The user specifically acknowledges that the Chicago Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user.  The unauthorized use of the words ""Chicago Police Department,"" ""Chicago Police,"" or any colorable imitation of these words or the unauthorized use of the Chicago Police Department logo is unlawful. This web page does not, in any way, authorize such use. Data is updated daily Tuesday through Sunday. The dataset contains more than 65,000 records/rows of data and cannot be viewed in full in Microsoft Excel. Therefore, when downloading the file, select CSV from the Export menu. Open the file in an ASCII text editor, such as Wordpad, to view and search. To access a list of Chicago Police Department - Illinois Uniform Crime Reporting (IUCR) codes, go to http://data.cityofchicago.org/Public-Safety/Chicago-Police-Department-Illinois-Uniform-Crime-R/c7ck-438e",Crimes - 2015,"['police', 'crime']",Filtered View,44812.0,0.051323223380630445
